filename,test_name,test_id,issue_severity,issue_confidence,issue_cwe,issue_text,line_number,col_offset,end_col_offset,line_range,more_info 
.\venv\Lib\site-packages\sqlalchemy\orm\bulk_persistence.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1278,12,37,[1278],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\bulk_persistence.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1279,12,51,[1279],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\bulk_persistence.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1611,12,65,[1611],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\bulk_persistence.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1625,12,37,[1625],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\bulk_persistence.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1626,12,51,[1626],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\clsregistry.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,348,20,66,[348],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\clsregistry.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,375,16,70,[375],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\clsregistry.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,452,8,36,[452],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\clsregistry.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,528,20,66,[528],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\clsregistry.py,blacklist,B307,MEDIUM,HIGH,https://cwe.mitre.org/data/definitions/78.html,Use of possibly insecure function - consider using safer ast.literal_eval.,533,16,53,[533],https://bandit.readthedocs.io/en/1.9.2/blacklists/blacklist_calls.html#b307-eval
.\venv\Lib\site-packages\sqlalchemy\orm\collections.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,548,8,68,"[548, 549, 550]",https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\collections.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,555,8,64,"[555, 556, 557]",https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\collections.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,799,4,35,[799],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\collections.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,908,16,17,"[908, 909, 910, 911, 912, 913]",https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\collections.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,923,16,71,[923],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\collections.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,927,16,71,[927],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\collections.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,945,8,42,[945],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\context.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,235,12,27,[235],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\context.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,571,12,76,[571],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\context.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,783,8,61,[783],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\context.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1374,16,76,[1374],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\context.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1491,8,51,[1491],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\context.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1492,8,40,[1492],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\context.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1518,12,42,[1518],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\context.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1952,12,31,[1952],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\context.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,2013,16,17,"[2013, 2014, 2015]",https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\context.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,2342,12,31,[2342],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\context.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,3285,16,53,[3285],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\decl_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,298,8,43,[298],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\decl_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1303,20,43,[1303],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\decl_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1406,8,39,[1406],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\decl_base.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,202,4,37,[202],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\decl_base.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,879,24,36,[879],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\decl_base.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,909,24,46,[909],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\decl_base.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,989,28,29,"[989, 990, 991, 992]",https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\decl_base.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1011,20,65,[1011],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\decl_base.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1094,8,34,[1094],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\decl_base.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1164,16,28,[1164],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\decl_base.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1589,24,59,[1589],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\decl_base.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1682,16,41,[1682],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\decl_base.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1839,12,57,[1839],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\decl_base.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1863,20,54,[1863],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\decl_base.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1882,24,65,[1882],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\dependency.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,138,12,50,[138],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\dependency.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,918,8,20,[918],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\dependency.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,925,8,35,[925],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\descriptor_props.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,844,16,47,[844],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\descriptor_props.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,898,8,46,[898],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\exc.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,195,12,41,[195],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\identity.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,151,16,44,[151],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\identity.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,162,8,36,[162],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\identity.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,183,8,30,[183],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\identity.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,241,12,34,[241],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\identity.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,266,8,30,[266],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\identity.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,282,12,34,[282],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\instrumentation.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,214,12,13,"[214, 215, 216, 217]",https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\instrumentation.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,483,8,50,[483],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\instrumentation.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,613,8,33,[613],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\instrumentation.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,614,8,51,[614],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\instrumentation.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,624,12,38,[624],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\instrumentation.py,exec_used,B102,MEDIUM,HIGH,https://cwe.mitre.org/data/definitions/78.html,Use of exec detected.,744,4,24,[744],https://bandit.readthedocs.io/en/1.9.2/plugins/b102_exec_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\interfaces.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,292,12,75,[292],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\interfaces.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1142,20,63,[1142],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\loading.py,try_except_pass,B110,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,"Try, Except, Pass detected.",147,20,28,"[147, 148]",https://bandit.readthedocs.io/en/1.9.2/plugins/b110_try_except_pass.html
.\venv\Lib\site-packages\sqlalchemy\orm\loading.py,try_except_pass,B110,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,"Try, Except, Pass detected.",171,20,28,"[171, 172]",https://bandit.readthedocs.io/en/1.9.2/plugins/b110_try_except_pass.html
.\venv\Lib\site-packages\sqlalchemy\orm\loading.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,547,4,35,[547],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\loading.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1011,12,42,[1011],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\mapper.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1241,28,72,[1241],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\mapper.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1242,28,63,[1242],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\mapper.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1261,28,72,[1261],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\mapper.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1262,28,63,[1262],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\mapper.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1276,20,71,[1276],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\mapper.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1377,12,47,[1377],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\mapper.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1433,12,62,[1433],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\mapper.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1443,8,28,[1443],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\mapper.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1444,8,32,[1444],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\mapper.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1445,8,41,[1445],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\mapper.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1495,12,47,[1495],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\mapper.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1530,8,43,[1530],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\mapper.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,2310,12,44,[2310],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\mapper.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,2314,12,40,[2314],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\mapper.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,2448,8,47,[2448],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\mapper.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,3687,16,38,[3687],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\mapper.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,3688,16,42,[3688],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\mapper.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,3689,16,59,[3689],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\mapper.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,3777,8,37,[3777],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\mapper.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,3821,8,28,[3821],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\mapper.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,3889,12,40,[3889],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\mapper.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,3950,8,37,[3950],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\mapper.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,3977,16,47,[3977],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\mapper.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,3978,16,46,[3978],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\path_registry.py,hardcoded_password_string,B105,LOW,MEDIUM,https://cwe.mitre.org/data/definitions/259.html,Possible hardcoded password: '_sa_default',85,17,30,[85],https://bandit.readthedocs.io/en/1.9.2/plugins/b105_hardcoded_password_string.html
.\venv\Lib\site-packages\sqlalchemy\orm\path_registry.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,288,16,37,[288],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
.\venv\Lib\site-packages\sqlalchemy\orm\path_registry.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,312,8,31,[312],https://bandit.readthedocs.io/en/1.9.2/plugins/b101_assert_used.html
